timestamp,temperature,humidity,cloud_cover,solar_radiation,pv_voltage,pv_current,pv_power,battery_voltage,pwm,vmpp
2026-01-01 00:00:00,23.108904159657687,38.31939786151342,57.19958782835928,578.6804635002351,17.74442409279885,1.7360413905007053,30.780987060926524,11.654315585048721,67,17.730560589945807
2026-01-01 00:01:00,43.275000724347066,37.28851593503999,80.54323292999864,445.6655178042589,16.555877379539908,1.3369965534127766,22.068553593030373,12.8655233007883,77,16.506066179975452
2026-01-01 00:02:00,35.619787963399176,83.43782063647257,76.01609297901591,473.70629643367835,17.042488478466318,1.421118889301035,24.146049395259784,13.275673107736417,43,16.99087217617367
2026-01-01 00:03:00,30.95304694689628,37.46823398946543,15.389990469377368,911.4268593365238,17.951046094955014,2.7342805780095714,48.79187967948364,13.404889343139168,76,17.844503622595255
2026-01-01 00:04:00,15.460652415485278,39.03648082900417,14.92494697414739,879.7077353470769,18.476009499720764,2.639123206041231,48.964945266592174,11.892219895605683,58,18.553489717534315
2026-01-01 00:05:00,15.459808211767093,73.15787836925746,26.817436774491334,812.9581045031236,18.67186569192889,2.438874313509371,45.668229715147504,13.5640638151798,76,18.72512636759624
2026-01-01 00:06:00,12.03292642588698,51.481788971537796,36.10747263410372,719.9472556527413,18.747852427575136,2.159841766958224,40.08299512030109,13.009136011249117,53,18.558301692976002
2026-01-01 00:07:00,40.31616510212273,74.36973898686269,40.84555814084826,728.1109886525566,17.253821743383085,2.18433296595767,37.720928345081994,13.528266041887571,70,17.268854580759456
2026-01-01 00:08:00,31.039025411012307,24.575631029506965,67.96972168333453,534.5893718254608,17.526212270974277,1.6037681154763825,28.07589964424852,12.616145649353456,67,17.506208892243045
2026-01-01 00:09:00,34.78254022286159,54.1299835571369,5.66804321658354,970.2397979044665,17.837168840672046,2.9107193937133995,51.93849801628679,12.746676693723565,75,17.84386984484457
2026-01-01 00:10:00,10.720457300353086,22.352952012829785,3.4672704226066386,975.7614876688924,18.701397018673536,2.927284463006677,54.98483828092176,13.613788037165945,77,18.78356510130404
2026-01-01 00:11:00,43.9468448256698,24.38572424187482,39.191056294390904,733.9580637550396,16.845374597645442,2.2018741912651185,36.73391486192576,13.569791949715746,58,16.683021676556262
